Column1;city;time;announcment_num;floor;area;room_count;district;description;discount;price
1838;Исфара;21.03.2022 0:44;7910620;4;66 м?;2;Бахор;Продается 2 комнатная квартира на Бахоре 4 этаж, со свежем  евро -ремонтом и со всеми удобствами, торг уместен для конкретных покупателей !;350000c;320000
1839;Душанбе;21.03.2022 0:35;7527942;10;64 м?;2;Сино;Алишам бо мошин вариантора пешнихот куне нархи мошин аз хона баланд боша маблаг аз ман 3 хонага мешава метони ремонт куни;обмен,торг;205000
1840;Душанбе;21.03.2022 0:23;7910576;7;110 м?;3;махалайЛермонтова.текстиль;хона дар холати хуб карор дорад, ремонташ евро. лифташ кор мекунад. камбудиаш нест. срочна продаётся.;торг;780000
1841;Худжанд;21.03.2022 0:13;5881209;5;75 м?;3;Панчшанбе;Срочно срочно : Хонаи истикомати дар маркази шахр фурухта мешавад. Хона дар чои хеле хуб карор дорад.Дар наздики масчит бозори Панчшанбе мактабу богча ва магозахо вучуд дорад. Хона хама шароити зист дорад.Чой барои мошин хаст.Дар поёни дом агарод в тантур хаст.;обмен,торг;640000
1842;Душанбе;21.03.2022 0:10;7910547;8;135 м?;4;Шохмансур;Готовый новостройка совсем удобством. Отопление, техпаспорт, 2 санузел, частично с мебели звонит конкретным покупателям, я собственник. Дом находится в центре города тихий и уютный массив;торг;1980000
1843;Душанбе;21.03.2022 0:01;6999778;2;70 м?;4;Испечак1;Хонаи Фуруши дар пушти рестарани шахриёр 4 хонага ремонт созай Алишам мешавад ба хавлини калон бошад болои сум метиям е сар басар алиш;;690000
1844;Душанбе;21.03.2022 0:00;7646934;6;30 м?;1;Фирдавси;Хонаи фуруши вокеь дар кучаи Н. Карабоев 54/1 назди бозори Султони Кабир. лифт кор мекунад. (дом 6-этажа) (техпаспорт дорад);торг;265000
1845;Турсунзаде;20.03.2022 23:51;7901467;6;87 м?;3;алишмешаднарх285000сомон;алиш ба ягон мошин болои пул тияд ёки квартираи майда болои пул тияд;обмен,торг;285
1846;Душанбе;20.03.2022 23:50;7621130;6;90 м?;4;Сино,102мкр;102 мкр доми 9 этажа 6 ум этаж таъмири нав бо чизу чораш.ру баруи рест. Шахриёр. Ба рохи калона хамаги 100 метр.лифт свет об ва оби гарм дорад.;торг;950000
1847;Худжанд;20.03.2022 23:43;7707293;3;45 м?;2;20мкрНуриИслом;2 комнатная на 3 этаже с верандой, 20 мкр рядом с Нури Ислом.;;277000
1848;Худжанд;20.03.2022 23:27;7746565;5;73 м?;2;Шелкокомбинат;Продам новую просторную 2 комнатную квартируна 5 -этаже с лифтом и с  самым удачным расположением в городе.;торг;558000
1849;Турсунзаде;20.03.2022 23:24;7910427;2;70 м?;3;2мк;хаммаи шароит хаст доми нав 101;;45000
1850;Турсунзаде;20.03.2022 23:17;7882553;6;87 м?;3;4мкр(?арибикохинур);срочна савдо мешавад сум даркор алишда вариянтора мебинем;обмен,торг;275000
1851;Душанбе;20.03.2022 23:16;7683639;7;85 м?;3;Автовокзал;3 хонаги 81кв 7 этаж  52 хазор бо курс;обмен,торг;52000
1852;Душанбе;20.03.2022 23:10;7482670;13;48 м?;1;Фирдавси;1 комнатная квартира 48 кв.м.в районе Фирдавси ориентир Молодёжный театр.18 - этажный дом.;торг;255000
1853;Душанбе;20.03.2022 23:10;7784693;13;65 м?;2;Фирдавси;2- комнатная квартира 65 м.кв. 18- этажный дом, кватира на 13- этаже адрес Молодёжный театр, дом почти готова.;торг;360000
1854;Душанбе;20.03.2022 23:09;7910379;15;53 м?;2;н.Шохмансур;Хонаи фуруши ;торг;462000
1855;Душанбе;20.03.2022 22:42;7906011;9;80 м?;3;;Адрес: ул. Н. Махсум 128/2;торг;780000
1856;Душанбе;20.03.2022 22:33;7853869;4;46 м?;1;шохмансур;Срочно;;370000
1857;Истиклол;20.03.2022 22:27;7508122;2;50 м?;2;Центр;Продаётся 2 ком квартира;торг;97000
1858;Истиклол;20.03.2022 22:26;7508098;2;59 м?;3;Центр;Продаётся 3 ком квартира, в городе Истиклол(Табошар);торг;110000
1859;Гиссар;20.03.2022 22:24;7350374;9;43 м?;1;;бехтарин хонахо бо нархи дастрас назди дарвозаи якуми бозор мошин Кабул мекунем дар назди унвермаки хисорхам хаст мархамат;;126000
1860;Душанбе;20.03.2022 22:21;7700372;4;60 м?;2;Военныйгородок;Продается 2 ком квартира , на 4 этаже со свежим евро -ремонтом в  новостройке , отличный  район для проживание  , адресс  Гипрозем , кучаи Навбахор , не далеко от военного городка , торг уместен для конкретных покупателей !;торг;390000
1861;Душанбе;20.03.2022 22:17;7840964;1;52 м?;3;Асадулло?уломов;Хонаи фуруши Н.Сино Асадулло ?уломов 56 сари ро?дай дом 3этажа кирпични бозори бале?увон наздашдай садик, мактаби 37, литцей Турки, машрут 42.88.15.17.28.?амаш наздик ?ои на?з атаплениям дора,об,свет пастаяни,бо чизу чора фурухта меша.харидори ани? бошен ба занг занен.;торг;430000
1862;Гиссар;20.03.2022 22:13;7910170;4;65 м?;4;Гиссар;Продаю 4 комнатную квартиру на 4 этаже в центре Гиссара Гидраизол на против рынок в хорошем состоянии;торг;440000
1863;Душанбе;20.03.2022 22:00;7679542;15;41 м?;1;Зарафшон;1 комнатная квартира в Заравшоне рядом с больницей Инфек;150000c;130000
1864;Вахдат;20.03.2022 21:56;6612066;9;56 м?;2;Вахдат;хонаи фуруши во?еъ дар пеши дарвозаи Ромит ?ойгир аст.?амаи шароитро   дорад лифт ду то, об, свет термекс,кандисионери нав боз шифонер,кухони мебел ?аст хона?о калон  калон  дакументош ?? нархи як хонага охираш арзон намешад;;240000
1865;Душанбе;20.03.2022 21:50;7126625;14;82 м?;2;Сино;Терезааш тарафи  больница нигох мекна доми Бег Сабур тачилан фурухта мешавад ягон мошини арзон боша кабул мекунм факат харидор занг зана;обмен,торг;260000
1866;Душанбе;20.03.2022 21:49;7909598;5;100 м?;3;поворотАэропорта.;3ком.кв. 12этажный дом. два больших балкона. лифт. без ремонта. / таьмир талабай 9/ у главной дороги. поворот Аэропорта.;;636000
1867;Душанбе;20.03.2022 21:23;7249003;5;50 м?;2;Сино,33мкр;двухкомнатная квартира на 33 мкр;;460000
1868;Душанбе;20.03.2022 21:23;6912508;15;78 м?;2;Айни;хона дар павароти айрапорт карор дорад 4-дома домои нав.хона полный тёплый пол, отопление городской, кондиционер, 2-кладовка бо подъезда кладовка дора хона нав ремонт кардагихай хамачизош наван  комнатахош калонан 2-лифт дора грузавой, одамкаш транспорт без проблем. арендахам бисёр мепрсан   мегиран срочно фурухтестемохиршай дига арзон намешава бехуда занг назанен илтимос.,55.000доллар;650000c;600000
1869;Худжанд;20.03.2022 21:11;7909879;1;47 м?;2;12мкр;12мкр 6 бга кв 22;торг;326250
1870;Душанбе;20.03.2022 21:10;7452083;2;50 м?;2;Фирдавс?;Хона дар ма?аллаи Крупский Пушти чорум дарвозаи Б.Корвон Канализатсия об свет дора! Под обои тайёр мекнемша Маълумоти бештар бо тел ва Whatsapp!!!;;235000
1871;Душанбе;20.03.2022 21:01;7279520;6;129 м?;3;ПоворотАэропорта,4дома;??Продаётся 3-х комн.кв на 6 этаже в 16 этажном доме. ;;1170000
1872;Душанбе;20.03.2022 20:59;7823990;19;144 м?;3;;салом хонаи фуруши;торг;657000
1873;Душанбе;20.03.2022 20:56;7909799;11;82 м?;3;Cино;3 хонага бо тамоми шароит;торг;1014000
1874;Душанбе;20.03.2022 20:54;7488775;6;64 м?;2;"Бозори""Балх"",Сино";"Бинои 12 да ошиёна Пушти уп Гаи назди бозори ""Балх"" 2 ком , 6 этаж 64 кв , 2 то лифт   Беморхона , Мактаб 100 метр аз назди бино.";265000c;235000
1875;Душанбе;20.03.2022 20:52;7909848;8;143 м?;4;сино;Каленин пушти ресторан райхон;;800000
1876;Душанбе;20.03.2022 20:50;5625580;3;54 м?;2;Сино;2 комнатные квартиира   пирделина в трйох комнатнай чтирох этажном дом    возле глазной больнитца раядом школа садик . срочна.;;390000
1877;Душанбе;20.03.2022 20:49;7826271;1;32 м?;1;нохияиФирдавси;нохияи Фирдавси кучай Борбад Доми 4-ютажа хона дар 1-этаж 1-хонана дар пеши хона 2- садик, Мактаб донишгохо духтурхона Масчид Амонатбонк Аз пеши хона любой чой шахр маршут меравад .;торг;295000
1878;Душанбе;20.03.2022 20:48;7909819;4;90 м?;2;Домпечать,Пайкар;Продается 2-комн. квартира-студия на 4 этаже, 19 этажного дома;;1235000
1879;Душанбе;20.03.2022 20:45;7829935;10;92 м?;3;;3-комнатная  Квартира раён И.Сомони На против Мед-Института Дом Промо-Италия.10 этаж.Эвро+Ремонт,Два санузел ;;950000
1880;Душанбе;20.03.2022 20:36;7909774;6;65 м?;2;Домпечати,Пайкар;Продается 2-комн. квартира на 6 этаже, 19 этажного дома;торг;780000
1881;Душанбе;20.03.2022 20:32;7909762;13;57 м?;2;Центр,МагазинPoloUSPA;Продается 3-комн. квартира-студия на 13 этаже, 17 этажного дома;;780000
1882;Душанбе;20.03.2022 20:20;7600606;12;95 м?;2;82мкр;2 комнатная квартира район 82 мкр эстакада. Напротив лесной сказки;торг;615900
1883;Душанбе;20.03.2022 20:17;7740937;13;91 м?;2;Домпечать;Срочно продаю свои Квартиры, Как Частное Лицо, квартира по отличной цене в элитном доме.;торг;676000
1884;Душанбе;20.03.2022 20:15;7740992;11;77 м?;1;Домпечать;Срочно продаю свои Квартиры, Как Частное Лицо, квартира по отличной цене в элитном доме.;торг;572000
1885;Душанбе;20.03.2022 20:15;6741983;11;104 м?;3;Маяковский42;Продам или меняю на Авто 3 комнатную квартиру 104 м2. на 11 этаже 13 этажного дома. Очень хорошый район.Дом находится рядом с дорогой. Можно начинать ремонт!??;обмен,торг;625000
1886;Душанбе;20.03.2022 20:13;7177937;10;65 м?;2;ориентирБотаническийсад;???СРОЧНО!;;423000
1887;Душанбе;20.03.2022 20:13;7755755;9;78 м?;1;92мкр;СРОЧНО!!!;торг;390000
1888;Гиссар;20.03.2022 20:02;6865526;2;68 м?;2;Гисcар;2 хучрага, 2 этаж.;торг;349000
1889;Гиссар;20.03.2022 20:00;6821876;3;39 м?;1;Гиссар;1 хучрага. Доми новостройка! ;;154000
1890;Гиссар;20.03.2022 19:59;6732504;5;68 м?;2;Гиссар;!!!СРОЧНО !!!;обмен,торг;222000
1891;Гиссар;20.03.2022 19:57;6732370;2;39 м?;1;;1 хучрага., коробка, 2 этаж.;торг;177000
1892;Худжанд;20.03.2022 19:56;7726435;5;73 м?;2;13;Продаётся 2х комнатная квартира в 13мкр 5 этаже 73м квадрат;обмен,торг;290000
1893;Душанбе;20.03.2022 19:56;7185131;1;90 м?;3;Фирдавси;Хонаи бехад хуб дар якум этаж хавлии калон, дарвоза ва кати калон дорад. Дарахтони ангур анор ва ду дарахти хурмо тут ва анчир дорад. Хона бо тамоми чизу чорааш ва техникааш фурухта мешад. Хона дар назди чор рахаи Диагностика домом кирпичный чой Гир аст.;торг;600000
1894;Гиссар;20.03.2022 19:56;6731308;7;88 м?;3;Гиссар;З- Хучрага. Коробка, 7 этаж.;торг;228000
1895;Душанбе;20.03.2022 19:54;7754852;2;60 м?;2;Сино;2-комн. квартира, 2 этаж, 60 м?, Сино назти тарабхонаи под обой Оби гарм ва атапления дорад бе ягон камбуди;торг;480000
1896;Бохтар (Курган-Тюбе);20.03.2022 19:54;7909609;3;45 м?;1;Бохтар;др холати хуб карор дорад;;280000
1897;Бохтар (Курган-Тюбе);20.03.2022 19:44;7909553;6;57 м?;2;Бохтар;хоне бе ремонт 6 ошена лифт дора нехи руппаруй гимнязияй аминжон;торг;230000
1898;Бустон (Чкаловск);20.03.2022 19:44;7909556;1;34 м?;1;Пугачева;В хорошем состоянии;торг;200000
1899;Душанбе;20.03.2022 19:39;7472878;6;67 м?;2;Шохмансур;Xona da tarafi pavarot ayraport joygir ast;торг;692350
1900;Душанбе;Сегодня 18:28;7879864;16;99 м?;3;Шо?мансур;3х комнатная квартира на 16этаже аэропорт возле ТЦ Технисила по ул.А Дониш  возле    дороги. Всё в шаговой доступности садик школа  сдача дома в  сентябре 2024года;обмен,торг;440000
1901;Душанбе;20.03.2022 19:32;7713453;15;88 м?;3;Фирдавси;Хона дар Цирк 3 хонаги 15 этаж дом 17 этажа доми таер ду лифт дорад;торг;520000
1902;Душанбе;20.03.2022 19:31;7329526;13;64 м?;2;Сино;Хона  Бо мошин алиш мешавад. Дом 20 этажа. Аз ?озир и?озатай ремонт карданда. 2 хонага  64кв дар 13 этаж дар Зарнисор назди балнесаи инфекциони.;обмен,торг;195000
1903;Куляб;20.03.2022 19:29;7909139;4;0 м?;3;;3 комнатная квартира, 4 этаж, улица Ш.Шохин д.10 кв 24;торг;250000
1904;Душанбе;20.03.2022 19:24;7909463;2;42 м?;2;Шо?мансур;Хонаи фур?ши срочно но?ияи Шо?мансур ориентир 7км доми зард ё турба таъмир дорад 2этаж хона?ои ало?ида кухня балкон баровардаги кухня ?ам детский кардаги ?исоби 3хонага об ?увваи бар? доими отопление ?ам дорад наздикии мас?иди ?омеъи нотаёр наздикии мас?иди пан?ва?та мактаби 29 ва 71 наздикии дуто яслии к?дакона ма?оза бозорча,3дорухона ?амсоя?ои бе?тарин коллективи иттифо? хулоса дарову зиндаг? кунед;обмен,торг;390000
1905;Душанбе;20.03.2022 19:12;6372371;4;100 м?;5;Профсоюз;ПРОДАЁТСЯ БОЛЬШАЯ, ТЁПЛАЯ И УЮТНАЯ КВАРТИРА, В КИРПИЧНОМ ДОМЕ НА 4-ЭТАЖЕ 4Х-ЭТАЖНОГО ДОМА. НА ул  МАЯКОВСКОГО д- 50, ВТОРОЙ ДОМ ОТ ГЛАВНОЙ ДОРОГИ. ;обмен,торг;850000
1906;Душанбе;20.03.2022 18:56;7881994;4;65 м?;3;112;3 хонага дар112 мкр 4 ошена 65кв  бехтарин чо сари рох ;;510000
1907;Джаббор Расулов;20.03.2022 18:40;7452309;2;55 м?;2;ПролетарскийрайонГагарина;двухкомнатная квартира в отличном состоянии;торг;115000
1908;Худжанд;20.03.2022 18:36;5951362;5;50 м?;3;13мкр;СРОЧНО продается 2х комнатная квартира на 5этаже, в 13мик, дом 6 этажный рядом находятся прод магазины, садики школы, рестораны, прогулочный парк, остановки.;торг;365000
1909;Душанбе;20.03.2022 18:32;7884320;20;41 м?;1;Сино;продаю или обменяю с машиной 1-комнатную квартиру можно заделать двух 41кв 20этаж мандсар адрес: энфеционый Больница Зарниссор у главной дороги.мефурушам 1хонага 41кв 20 этаж. мандсар. 2хонага карда мешавад сурога н. Сино  Зарниссор дар лаби рохи калон бо мошинхам иваз мешавад.;обмен,торг;72000
1910;Душанбе;20.03.2022 18:29;7760473;1;70 м?;3;Фирдоуси(Цирк);Продается 3-х комнатная квартира , по улице «Сади Шерози».;торг;700000
1911;Рашт;20.03.2022 18:26;7581218;4;44 м?;2;Рашт;Хоно?ои фуруши дар но?ия Рашт ша?раки ?арм кучаи ло?ути. Бо ?амои шароит?ои замонви :;325000c;230000
1912;Душанбе;20.03.2022 18:18;7798488;6;52 м?;1;шохмансур;1 ком. 9 км 6 этаж мансарда;;295000
1913;Душанбе;20.03.2022 18:16;7909164;7;121 м?;3;шохмансур;новостройка уютный дом;торг;1180000
1914;Муминабад;20.03.2022 18:05;7909102;5;54 м?;2;срочна;салом срочна арзони бадай харакат кн сентри Кулоб. 2 хонага номерои ватсапда занг занен пилус хафт нухсаду хаштоду панч ду саду чилу хашт дах наваду хашт.срочнахай хдм расиядайм;обмен,торг;100000
1915;Душанбе;20.03.2022 18:00;7886398;7;66 м?;2;112мкрпуштиошхонаирайхон;хона аз катлаван хеста истодааст мухлати сохтмон 2 сол;торг;235000
1916;Душанбе;20.03.2022 17:58;7909066;7;78 м?;2;сино;Zarafshon;торг;550000
1917;Гиссар;20.03.2022 17:51;7907584;7;52 м?;2;Гиссар;шахри хисор;торг;300000
1918;Душанбе;20.03.2022 17:47;7590993;4;72 м?;3;82мкр;продаётся 3 ёх комнатная квартира на 82 мкр., Площадь квартиры 72 кв.м., Вода, свет постоянно. Квартира находится в 100 метрах от главной дороги, рядом есть Школа и Детский садик.  .Ремонт средний.Менять только на 2 ух комнатную квартиру с доплатой,чтобы на территории Душанбе было .Телефон для связи ;торг;542000
1919;Душанбе;20.03.2022 17:46;7797196;9;60 м?;2;ТаможенныйКомитет;?? Абсолютно новая 2х комнатная квартира переделанная в 3х с дизайнерским евроремонтом напротив Таможенного комитета в районе Дом Печати в элитной 12ти этажной новостройке по ул. Бухоро с мебелью и техникой;;703700
1920;Бохтар (Курган-Тюбе);20.03.2022 17:42;7908979;5;60 м?;3;ДружбаНародов;Срочно!! хонаи фуруши дар Дружба Народов (Нехи) пеши Донишгохи Носири Хусрав (иняз) мактаб, садик, гимназияи Аминчон, бозори Нехи хама наздик!! доми 5 этажа дар 5 этаж, 3-хонага, ремонташ простой, малумоти бештар бо тел:!!;торг;245000
1921;Душанбе;20.03.2022 17:40;7693913;9;60 м?;2;;Однокомнатная квартира переделенная на двухкомнатную. Квартира находиться в Гипроземе. 12 этажный дом, квартира находиться на 9 этаже. Без ремонта. Смотр квартиры по предварительному звонку(ПЕШ АЙ ОМАДАН ЗАНГ ЗАНЕН);299999c;260000
1922;Душанбе;20.03.2022 17:32;7657876;3;58 м?;4;И.Сомони;Продаю 4 комнатную квартиру переделанную в 3 комнатную на 3 этаже 4 этажного кирпичного дома на против филиала МГУ и хукумата района И.Сомони, со всеми умуществами. В центре города.;торг;700000
1923;Душанбе;20.03.2022 17:23;5457467;8;120 м?;4;Зарафшон;зарафшон кондиционерный дом переделка 5 хонага  обмен на 2 кв 3 кв желательно 91 82 101 102 112  испечак 1 , 2  зарафшон;;690000
1924;Душанбе;20.03.2022 17:20;7701733;4;40 м?;1;Фирдавси;однокомнатная квартира на 4 этаже, панельного дома,на 46 мкр, недалеко от моста,с имуществом,с ремонтом, отопление,и т.д.;торг;400000
1925;Душанбе;20.03.2022 17:20;7430152;13;62 м?;2;Фирдавси;Срочно продается новая 2-комнатная квартира в 65 мкр на 13- этаже.В доме 2 лифта сделан хороший ремонт окна смотрят на главную дорогу. С водой, лифтом и светом без проблем.Окна с решётка.Имеется техпаспорт.;торг;375000
1926;Душанбе;20.03.2022 17:20;6032437;13;134 м?;3;ДомПечати;Продается 3- х комнатная квартира в центре города. Дом готов, ведется отделочная работа. С документами проблемы нет;1001650c;941190
1927;Душанбе;20.03.2022 17:19;6624275;7;92 м?;2;напротивСлавянскогоинститута;Продается 2- х комнатная квартира в новом строящемся 18- ти этажнлмдоме в центре города, этап строительства на 2- ом этаже. Доканчивают строительство магазина 2- го магазина. Окна смотрят на главную дорогу;торг;770000
1928;Душанбе;20.03.2022 17:18;5575429;4;63 м?;3;Фирдавси;Продаю 3-комнатную квартиру после капитального ремонта в стиле хайтек частично с мебелью,на 46-мкр города Душанбе 50метров от главной дороги.Свет,вода,отопление постоянная.На 4-ом этаже четырёхэтажного дома крыша после кап.ремонта.Звонить только конкретным покупателям.!Обмен неуместен.;750000c;700000
1929;Душанбе;20.03.2022 17:17;7414857;7;110 м?;2;;Продается 2- х комнатная квартира с новым ремонтом и дорогой мебелью в центре города. В квартире два санузла, есть отопление. В доме два скоростных лифта, есть камера видеонаблюдения.;;1466400
1930;Душанбе;20.03.2022 17:16;7298263;9;137 м?;3;Миноборона;Продается 3- х комнатная квартира в новом 10-ти этажном доме в центре города. В квартире два санузла;;1521450
1931;Душанбе;20.03.2022 17:12;7145729;10;70 м?;2;Сельхозинститут;Продается новая 2- х комнатная квартира в новом доме в районе сельхозинстита. Квартира продается частино с мебелью и техникой. В доме два скоростных лифта. Установлена круглосуточная видеокамера;торг;700600
1932;Душанбе;20.03.2022 17:12;7241553;9;97 м?;2;пушкина;Продается 2- х комнатная квартира в новом строящемся доме в центре города. Сдача дома 2023 году;торг;800000
1933;Душанбе;20.03.2022 17:12;7574415;4;132 м?;3;Ипподром;Продается 3- х комнатная квартира в 5- ти этажных домах а районе Ипподрома;торг;1767000
1934;Душанбе;20.03.2022 17:11;7558241;7;110 м?;3;Текстилькомбинат;Продается 3 х комнатная квартира в новом доме возле столовой Оши Расул. Квартира с ремонтом;торг;920000
1935;Душанбе;20.03.2022 17:11;6822226;9;97 м?;2;Мехргон;Продается 2- х комнатная квартира в новом доме ряжом с базаром Мехргон;торг;602850
1936;Душанбе;20.03.2022 17:08;6826489;3;108 м?;3;Мехргон;Продается 3- х комнатная квартира с ремонтом, мебелью и техникой.;торг;8814000
1937;Душанбе;20.03.2022 17:02;7490416;10;76 м?;2;поворотаэропорта;Продается 2- х комнатная квартира в новом доме с евроремонтом;торг;801000
1938;Душанбе;20.03.2022 17:02;7369716;2;64 м?;2;92мкр;92 мкр паси чойхонаи Райхона;;650000
1939;Душанбе;20.03.2022 16:48;7908677;15;56 м?;2;Фирдавси;хона дар лави даёро 46;;415000
1940;Душанбе;20.03.2022 16:32;7903187;8;153 м?;3;Исмоилисомони,сельхозинститут;Продается новая 3- х комнатная квартира, с дизайнерским ремонтом в новом доме в центре города. Дом находится напротив сельхозинститута. Квартиру продадут с ремонтом доделаннгого до конца ( пока идет ремонт);торг;2025000
1941;Душанбе;20.03.2022 16:32;4667621;11;85 м?;2;Сомони,К.Абдурайхона;рубаруи кохи борбад дигар вариатхоям хаст;торг;587000
1942;Душанбе;20.03.2022 16:32;7905740;5;90 м?;3;Ж/д,Ватан;Сдается новая 3- х комнатная квартира в новом доме в центре города;торг;11000
1943;Душанбе;20.03.2022 16:32;4667683;7;63 м?;1;Сомони;рубаруи кохи борбад дигар этажам хаст;торг;436000
1944;Душанбе;20.03.2022 16:32;7684168;11;97 м?;2;н.Сомони;масчити Исмойлия рубаруй кохи борбад.;;670000
1945;Душанбе;20.03.2022 16:32;7906058;10;45 м?;2;Стамбул,Турцмя;Продается 2- х комнатная квартира в новом престижном доме в центре Стамбула. Это сита , т. Е не махалла . ;торг;918000
1946;Душанбе;20.03.2022 16:32;7829695;5;50 м?;1;н.Фирдавси;миясокомбинат;;299000
1947;Душанбе;20.03.2022 16:32;5516584;5;48 м?;1;Фирдаси;колхози россия;;287000
1948;Душанбе;20.03.2022 16:31;5516514;6;88 м?;2;Фирдавси;колхози россия;;514000
1949;Душанбе;20.03.2022 16:31;5799363;9;130 м?;1;Шохмансур;Бари шератон;;877500
1950;Душанбе;20.03.2022 16:31;5799390;9;118 м?;2;Шохмансур;Бари Хилтон;;796000
1951;Душанбе;20.03.2022 16:31;5989684;9;88 м?;2;Шохмансур;бари шератон;;600000
1952;Душанбе;20.03.2022 16:30;7083679;2;50 м?;1;Шохмансур;рубаруй 9 вал;;347000
1953;Душанбе;20.03.2022 16:30;7238221;14;85 м?;2;Шохмансур;домпечат рубаруй Ситора (шоколодница).2 хонага срочна;;678000
1954;Душанбе;20.03.2022 16:30;7908565;2;38 м?;1;нохияиСиномардон;1 хонага дар тарафи 4 рахаи мардон ремонти среднй дар доми 4 этожа подвал дорад.боз савдо мешавад;торг;285000
1955;Душанбе;20.03.2022 16:30;7684292;11;112 м?;3;Сино;рубаруй родоми 3.;;655000
1956;Душанбе;20.03.2022 16:30;7684257;11;75 м?;2;н.Сино;рубаруй родоми 3 кади рохи калон;;439000
1957;Душанбе;20.03.2022 16:29;7426513;7;63 м?;1;Шохмансур;рубаруй 9-Вал;;420000
1958;Душанбе;20.03.2022 16:29;7083784;6;63 м?;1;Шохмансур;рубаруй 9 вал дигар вариянхоям хаст дар хамин дом.;;420000
1959;Душанбе;20.03.2022 16:29;7382273;6;105 м?;3;Шохмансур;рубаруй 9- вал;;698000
1960;Душанбе;20.03.2022 16:29;7083720;3;72 м?;2;Н.Шохмансур;рубаруй 9 вал.;;498000
1961;Душанбе;20.03.2022 16:22;7901504;4;62 м?;2;92мкр,ориентирГулдаста;Продаётся со всем имуществом, полноценная 2х ком кв, перед в 3х ком кв, общая площадь 62 м2 с учётом  лоджии на 4 этаже в 4х этажном панельном доме с улучшенной планировкой в 92 мкр, ориентир Ресторан Гулдаста.;торг;559000
1962;Душанбе;20.03.2022 16:19;7908540;6;58 м?;2;СиноГипрозем;Хонай фуруши воке дар Шахри Душанбе Дар Гипрозем назди Бозори Дехкон ру баруй Халоват дар чой хуб доми 16 этажа 6 этаж дом 2 лифт дорад доми настройка дом шкатура сар мекунад ичозат метиян барой ремонт каран мохи майба хонахо чудо караги хулас хама тарафа хуб дакументош да номи худам доми бехтарин;торг;318000
1963;Душанбе;20.03.2022 16:08;7842239;9;64 м?;2;центр,Ашан;Продаётся ещё одна, абсолютно новая квартира.;торг;845000
1964;Душанбе;20.03.2022 16:07;7820908;7;64 м?;1;Ашан,Центр;Продаётся ещё одна, абсолютно новая квартира. ;;819000
1965;Душанбе;20.03.2022 15:57;7818229;2;66 м?;3;33-мкрГАИ;Продаётся 3-ком квартира с новым ремонтом и с имуществом на территории ГАИ, 33-мкр панельный 4-этажный дом на 2-этаже. Дом у главной дороги, всё что нужно в шаговой доступности. Чистый ухоженный двор и подъезды прекрасные соседи. Центральное отопление большой балкон с топчаном. ;681000c;630000
1966;Худжанд;20.03.2022 15:52;7750742;5;89 м?;3;18мкр;3х комн. кв. на 5 этаже 7 этажном доме, имеется лифт у главной дороги, на против магазина Амид. Звонить только на ВАТСАП так как мы находимся в России.;;340000
1967;Бустон (Чкаловск);20.03.2022 15:51;4161348;1;80 м?;3;;СРОЧНО ПРОДАЕТСЯ! г.Чкаловск квартал Заозерный рядом с Военным госпиталем и Аэропортом находиться, 3-х ком.1 этаж в 5 этажном доме 80м2. Дом кирпичный,сан.узел отдельно от дома и подача световой электроэнергии прямо с трансформатора через счетчик.Вода и свет постоянно,имеется про запас 500 литр.бак для воды и 2 насоса в кв.;торг;550000
1968;Худжанд;20.03.2022 15:50;7361750;4;70 м?;3;13мкр;Продаётся 3-комнатные квартира на 13мкр в 4этаже  Район очень хороший, соседи очень хорошие, очень в хорошем месте.  Обмен 4хонаги 13мкр бошад ё хавлихои нагз кади алиш мешад болошба пул метиям.;обмен;450000
1969;Душанбе;20.03.2022 15:46;7908348;16;50 м?;1;;Хона дар чорохаи скорый больница чойгир аст. Бино: Истиклол ( фаза 1), блок ж. доми тайёр. Харидор бошен подробно бо мефахмонем.;торг;350000
1970;Душанбе;20.03.2022 15:44;7859313;3;64 м?;2;ул.Де?иБоло,дом185,кв.84,стехпаспортом,рядомсновымзданиемхукуматаСино,напротивКараболо,углавнойдороги;"-двухкомнатная, переделанная в трёхкомнатную;";;565000
1971;Худжанд;20.03.2022 15:41;7797558;3;32 м?;1;33мкрдом36;В хорошем состоянии ;торг;230000
1972;Душанбе;20.03.2022 15:39;6214934;4;62 м?;2;Сино;2х комнатная квартира 92 микрорайон. Рядом с рестораном Арбат и Гульдаста. Квартира переделанная в 3х комнатную за счет просторного балкона. Свет, вода постоянно. Есть отопление - батареи. Очень красивый зеленый район. Продается со всей мебелью и техникой в квартире (гарнитуры, два  кондиционера ,стиральная машина  холодильник, телевизор, духовка, мироволновая печь и тд.), торг уместен.;торг;559000
1973;Худжанд;20.03.2022 15:36;7832511;5;109 м?;3;29мкр;Современная новостройка комфортного класса от ДСК – 5-этажный модернизированный, крупнопанельный жилой дом, серии 1-464 с улучшенной планировкой, высокими потолками и лифтом.;;450000
1974;Худжанд;20.03.2022 15:36;7832673;4;141 м?;4;29мкр;Современная новостройка комфортного класса от ДСК – 5-этажный модернизированный, крупнопанельный жилой дом, серии 1-464 с улучшенной планировкой, высокими потолками и лифтом.;;550000
1975;Бохтар (Курган-Тюбе);20.03.2022 15:30;7091669;12;40 м?;1;БозориФаровон;Хонахои истикомати Дар шахри Кургонтеппа (Бохтар)  бо сифати баланд ва нархи дастрас;;150000
