Column1;city;time;announcment_num;floor;area;room_count;district;description;discount;price
3399;Душанбе;15.03.2022 16:45;7325165;9;148 м?;4;Центр;СРОЧНО СРОЧНО, со всем имуществом;торг;1774100
3400;Душанбе;15.03.2022 16:42;6216973;5;72 м?;3;Сино;?????????? СРОЧНО!!!??????????;торг;627000
3401;Худжанд;15.03.2022 16:34;7637614;1;35 м?;1;20мкр;Не угловая состояние хорошая;обмен,торг;260000
3402;Худжанд;15.03.2022 16:24;7732303;1;48 м?;2;34мкр;2х комн. квартира 34 мкр 1 этаж 49м?;торг;350000
3403;Душанбе;15.03.2022 16:19;7648994;3;50 м?;2;Фирдавси;Продается 1комнатная квартира можно переделать в 2х на 11ем этаже, 50квмт. Дом на стадии завершения. Срок сдачи август 2022. Этажхо бардоштаги.;310000c;260000
3404;Душанбе;15.03.2022 16:14;6166695;12;144 м?;3;ОриентирГостиницаДушанбе;Продаётся Элитная Квартира в Элитном Жилом Комплексе на 12 этаже;;935640
3405;Душанбе;15.03.2022 16:14;7869979;3;10 м?;2;Фирдавси;Хонохои нав 52 квадрат сексия тарафии корвонда плашадка дора;торг;280000
3406;Душанбе;15.03.2022 16:10;7884894;3;50 м?;2;92мкр;2ком квартира 3этаж 4этажний кирпичный дом средний ремонт мологабарит 50 квадратний метр комнаты раздельно ванна санузел раздельный имеется отопления у дароги рядом ресторан Лесная Сказкий 92мкр;торг;448005
3407;Душанбе;15.03.2022 16:07;7884841;5;126 м?;3;ИСомони;Продаётся квартира;1060000c;940000
3408;Душанбе;15.03.2022 16:00;7083323;1;40 м?;1;92мкр;Большая 1-комнатная квартира - апартаменты.;;525000
3409;Душанбе;15.03.2022 15:55;7793187;15;54 м?;2;Поворотаэропорта;Хонаи  фуруши  дар 15 этаж  17 этажа  дом  дар паварот  аэрапорт  2  та лифт  дар як площадка  4 хона дорад  римонташ  хуб  тирезааш  пешро   нигох  мекунад .;торг;445000
3410;Бустон (Чкаловск);15.03.2022 15:53;7710497;1;53 м?;2;;Срочно продаю 2 комнатную квартиру! С новым ремонтом и в отличном состоянии! В Бустоне, улица Курчатова 8. Недалеко 2 школы, частный детский сад. Просьба агентов не беспокоить!;торг;345000
3411;Душанбе;15.03.2022 15:47;7615190;4;51 м?;1;46мкр;рупаруи автодром.хона дар сатхи хуб карор дора.вайфай.дора;торг;435000
3412;Душанбе;15.03.2022 15:46;7884748;2;32 м?;1;Гипрозем;1ком. квартира 2 этаж 6-и этажного дома, с ремонтом 32м?. Ул. Навбахор 2, 1блок;;300000
3413;Душанбе;15.03.2022 15:40;5946689;11;128 м?;5;ОриентирОлимпийскийКомитет;Продаётся Элитная Квартира в Элитном Жилом Комплексе на 11 этаже;;853760
3414;Душанбе;15.03.2022 15:35;3041635;6;130 м?;3;92мкр;Продаю 3ком кв на 6этаже.;;2000000
3415;Душанбе;15.03.2022 15:33;7884694;4;105 м?;5;82мкр;5ком квартира 4этаж 4этажний кирпичный дом хороший ремонт 105 квадратний метр с обстановкой имеется отопления у дароги рядом посольства Германия 82мкр;913500c;865000
3416;Душанбе;15.03.2022 15:31;7621653;4;65 м?;3;33мкр-н;3комнатная квартира на 4этаже в 4этажном панельном доме 33мкр-н за Ориёнбанком, с ремонтом, крыша отремонтированна.;;630000
3417;Душанбе;15.03.2022 15:30;7697218;12;127 м?;3;Ватан;3 комнатная квартира район Ватан;;1840000
3418;Душанбе;15.03.2022 15:30;7884654;8;43 м?;1;Фирдавси;Продаём 1 комнатную квартиру 8этаж 12 дом средный Гулистон ориентир молодёжный театр 45кв/ по банковскый курс;;310000
3419;Душанбе;15.03.2022 15:30;6846640;1;60 м?;2;91мкр;2комнатная квартира на 1этаже в 4этажном панельном доме общей площадью 60 квадратов вместе с лоджией. 91мкр-н. с ремонтом с мебелью;;637000
3420;Душанбе;15.03.2022 15:19;7884590;11;81 м?;2;шохмансур;квартира находится по р.Шохмансур, застройщик хочи Махмуд...кв. на 11 этаже 2-х комн. можно переделать в 3-х. дом готов.. звонить по номеру 939938294;торг;730000
3421;Душанбе;15.03.2022 15:19;7778828;3;48 м?;1;103мкр;1ком квартира 3этаж 4этажний панельный дом средний ремонт 48 квадратний метр имеется отопления рядом Военной Коледж 103мкр;торг;358000
3422;Душанбе;15.03.2022 15:19;7778869;1;50 м?;1;83мкр,Автовокзал;1ком квартира 1этаж 9этажний дом средний ремонт 50 квадратний метр имеется отопления у дароги на против Вокзал рядом школа 92  83 мкр Автовокзал;торг;369005
